id	filename	md5	size	state
2b0a7c9b-40f5-4f88-a88b-bb95fc7e0a6e	jhu-usc.edu_COAD.HumanMethylation450.7.lvl-3.TCGA-DM-A288-01A-11D-A16X-05.gdc_hg38.txt	1a2f499568295be4b6c3d3f6d96c11f4	141282824	validated
2c5e0889-a216-47a4-9985-5b56336b4218	jhu-usc.edu_COAD.HumanMethylation450.7.lvl-3.TCGA-DM-A28K-01A-21D-A16X-05.gdc_hg38.txt	d254a7ac60c3d911e18a4a1f84bb1c42	141295125	validated
2d45b7e5-4a67-483d-b04c-c3618af8d171	jhu-usc.edu_COAD.HumanMethylation450.7.lvl-3.TCGA-DM-A28A-01A-21D-A16X-05.gdc_hg38.txt	1b6f0f30926fe733f32c2f99e1c0386f	141290749	validated
2d771d41-1d76-4adb-a808-c198f6d2f35a	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-AZ-5403-01A-01D-1651-05.gdc_hg38.txt	b91558561930131267b1c79363ed0194	141290622	validated
2ddc62fc-87c5-47dd-8a1a-2ae5b47118dc	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-D5-6538-01A-11D-1721-05.gdc_hg38.txt	1e53b147cf41b1445d3c7920fbfea938	141289937	validated
2e6af3d9-dcb9-4905-9d45-ef31180e4f2c	jhu-usc.edu_COAD.HumanMethylation450.4.lvl-3.TCGA-F4-6569-01A-11D-1772-05.gdc_hg38.txt	8b58197d973c3e5fc49ec636fc49cd9b	141273692	validated
2ebbe45e-b328-4576-9d83-bc37d3b6c859	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-CM-6164-01A-11D-1651-05.gdc_hg38.txt	bbadb986e5f177a08944a9af1995fa9f	141275353	validated
2ecdda08-638d-46ff-b46a-5b9a43309ae6	jhu-usc.edu_COAD.HumanMethylation450.13.lvl-3.TCGA-AD-A5EK-01A-11D-A28O-05.gdc_hg38.txt	4e5beeb4be78f56ccb0ac9b8103ba1c5	141287858	validated
2f614e94-1b10-459b-947a-d0e5ca0884f1	jhu-usc.edu_COAD.HumanMethylation450.4.lvl-3.TCGA-G4-6306-01A-11D-1772-05.gdc_hg38.txt	43cd6cfc906d9fe91b2d06b8952c3709	141270620	validated
31555f91-2de8-4308-980c-efec452b5a1b	jhu-usc.edu_COAD.HumanMethylation450.14.lvl-3.TCGA-NH-A6GB-01A-11D-A36Y-05.gdc_hg38.txt	6b4c763dc32a456933b302275d7e0c19	141271777	validated
34780584-89d9-4af9-bcbc-94bf81134c2a	jhu-usc.edu_COAD.HumanMethylation450.5.lvl-3.TCGA-DM-A1D0-01A-11D-A153-05.gdc_hg38.txt	f022b73626ecd6a6262c180947eb238e	141295014	validated
35635ac7-3597-473f-9099-4a256f487722	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-AD-6965-01A-11D-1926-05.gdc_hg38.txt	fe94166632d38cb8ce8b294b8bfeb053	141288548	validated
35806649-177e-4535-987b-66764c97a73b	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-CM-6168-01A-11D-1651-05.gdc_hg38.txt	076f88b6b87c3e699d5652d6250297c9	141270607	validated
35befadf-0e72-4a20-b3c9-12dff43404c8	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-A6-2675-11A-01D-1721-05.gdc_hg38.txt	e08da93c0d1ebbffb518e0c67ac70790	141273588	validated
365133e0-df4d-4fec-b0c1-b552c7a9a453	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-D5-6928-01A-11D-1926-05.gdc_hg38.txt	9c734d9b55ce9e0c0441c60c242ea961	141267855	validated
367d1526-97c4-4859-bd9a-4192d95de993	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AZ-4313-01A-01D-1407-05.gdc_hg38.txt	6909f79d10fbf5af09365e1cded9355b	141290668	validated
36907f96-7551-4138-8823-f5d321632875	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-F4-6856-01A-11D-1926-05.gdc_hg38.txt	70de57922d9fb2dabf46ba76d2e72e9e	141271836	validated
36960a9a-28ff-494b-a918-b1cac3a2e049	jhu-usc.edu_COAD.HumanMethylation450.5.lvl-3.TCGA-DM-A0XF-01A-11D-A153-05.gdc_hg38.txt	fe03e7c4b4c5efdc873edd91bd1915ba	141285266	validated
3783b522-8bc1-48c9-89bb-7bc9e806b380	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-CM-6677-01A-11D-1837-05.gdc_hg38.txt	237cb150dd27ead288be32b82e7c14c7	141238790	validated
378bfb96-503d-4041-8693-67e2a441c219	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6314-11A-01D-1721-05.gdc_hg38.txt	eab4b108be8dd9fbd411601d68044682	141285020	validated
37a121d1-88cc-4af6-ae23-d29a72963c23	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-CM-6172-01A-11D-1651-05.gdc_hg38.txt	ec0cd3dd87792f1d7da389c9ad9b10e6	141272051	validated
37a60c9b-082b-47a4-af7c-b6d60299314e	jhu-usc.edu_COAD.HumanMethylation450.14.lvl-3.TCGA-NH-A50U-01A-33D-A36Y-05.gdc_hg38.txt	35005620f031c845ce6abfe8174da897	141293181	validated
37ba16ea-971e-401a-8030-d393d2c769f3	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-D5-5539-01A-01D-1651-05.gdc_hg38.txt	5910fa107aae81ec73665e9963bfbf6a	141287487	validated
37d40a4b-cc38-48cb-9a93-b5d75c7db026	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-AZ-6605-01A-11D-1837-05.gdc_hg38.txt	6241d1a26fbf0a03e76ecd3a2927e701	141275462	validated
388c9923-518e-4845-97bb-d3a966368e28	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-AA-3712-01A-21D-1721-05.gdc_hg38.txt	a960394132e630fbe8673eb48440684a	141298042	validated
38d7fb6d-9a03-4653-82ef-a993e69bbf3a	jhu-usc.edu_COAD.HumanMethylation450.15.lvl-3.TCGA-QL-A97D-01A-12D-A40X-05.gdc_hg38.txt	9c01f7796792c1cba9edf31af6985078	141273965	validated
39ce704a-e1d4-4687-8c38-00b8363a6e08	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-AD-6548-01A-11D-1837-05.gdc_hg38.txt	494afee931ae014baf3c2913b46e766c	141252159	validated
3a42822b-9c71-4663-ab02-8d140f8935a6	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-AA-3697-01A-01D-1721-05.gdc_hg38.txt	d453729be73e7300e8876ac2aa45e775	141289883	validated
3b87d4e6-6fe6-40a7-b8d8-c856f537bcb5	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6298-11A-01D-1721-05.gdc_hg38.txt	73070a4cebfe97d5783a8dff17a3c36b	141269825	validated
3b950962-95e3-40d3-8ccf-4b98fc9c1f0e	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-CM-4743-01A-01D-1721-05.gdc_hg38.txt	86db5c0cb1f8e8d6101fb69ee641dd13	141256409	validated
3ba9376a-dec4-426f-a5a7-1d3048cc4ab3	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AZ-4615-01A-01D-1407-05.gdc_hg38.txt	0ef3457587f355e2fb71f3ed4bcd08bc	141265475	validated
3c817dbd-576b-4a8d-a22a-5b11c2fc69d2	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6302-01A-11D-1721-05.gdc_hg38.txt	ddb802221bc8423aae736925b2dbc33c	141265038	validated
3ccd928c-e139-45da-97b9-665dd7211025	jhu-usc.edu_COAD.HumanMethylation450.7.lvl-3.TCGA-DM-A28H-01A-11D-A16X-05.gdc_hg38.txt	f315cec1260a4d3eff9f4945ef86c235	141281008	validated
3e01c27e-8c53-4b3a-a314-4e0e505bea78	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-D5-6931-01A-11D-1926-05.gdc_hg38.txt	08c19a2e24a3ffd053b5e86faa0a8f60	141268041	validated
3e110deb-d608-466a-910a-0cc15de5a005	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-AA-3655-01A-02D-1721-05.gdc_hg38.txt	eb5ebb5dc49f59667c6bd2e316768828	141293258	validated
3e5455be-ca23-4a83-b8ec-ec50418acbf1	jhu-usc.edu_COAD.HumanMethylation450.4.lvl-3.TCGA-A6-6653-01A-11D-1772-05.gdc_hg38.txt	2e1caaedb04a84cd104e6b35dcb7c12e	141261441	validated
3ed5f6de-7646-4da9-8bf1-11deb80ea09d	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AA-3502-01A-01D-1407-05.gdc_hg38.txt	d2d5579347c678270204a8963d50c967	141293692	validated
3f15f37c-dc98-4dd5-9a41-ed612fc47b4d	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-A6-6781-01B-06D-A27A-05.gdc_hg38.txt	2ed35bb6e12081248980668c934ae528	141262133	validated
404f8ae0-b9b7-4b9f-9230-62c06e421d7c	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-D5-6924-01A-11D-1926-05.gdc_hg38.txt	d15f2dfa8947b26c21990c24777e5297	141283356	validated
413c92f8-8c87-4570-be36-f145b136ca55	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-A6-2681-11A-01D-1551-05.gdc_hg38.txt	fff915a0124a6ca27d2b0792c4bc8b20	141287975	validated
434be842-ace0-4e08-90f6-45ac12a7ce40	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-D5-6536-01A-11D-1721-05.gdc_hg38.txt	c1ec617503fd67ef94777457368b4d75	141173504	validated
43c34f88-a052-450f-a54f-6dfa5d3d6d6d	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-CK-6747-01A-11D-1837-05.gdc_hg38.txt	3e8dc5878ab88b9daa247b0c03ba07cb	141276456	validated
43cf5311-cc6f-4da8-ab03-cae8c13aa26d	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-AA-3712-11A-01D-1721-05.gdc_hg38.txt	808ff81c49bcf5f09c17796cec34f9d4	141286417	validated
43e17a1e-aa56-4115-8e7a-902c5202342c	jhu-usc.edu_COAD.HumanMethylation450.4.lvl-3.TCGA-AZ-6599-11A-01D-1772-05.gdc_hg38.txt	797824030401587f3ee044123dfcc9b3	141291516	validated
45488653-b609-4e08-8f87-55a65ce97f61	jhu-usc.edu_COAD.HumanMethylation450.4.lvl-3.TCGA-A6-4105-01A-02D-1772-05.gdc_hg38.txt	cc5894848428f7fc646abcccb654e1a0	141276010	validated
45879f06-1c6d-4459-9aac-74a450363c12	jhu-usc.edu_COAD.HumanMethylation450.5.lvl-3.TCGA-DM-A1D7-01A-11D-A153-05.gdc_hg38.txt	c7ad747af9e62ba7840a94643ac537ff	141290519	validated
